0, run: 808, walk: 819, stand: null
77, run: 5565, walk: 5566, stand: null
78, run: 4914, walk: 4913, stand: null
79, run: 4914, walk: 4913, stand: null
80, run: 32767, walk: 9670, stand: [9669, 309]
81, run: 147, walk: 149, stand: null
82, run: 66, walk: 63, stand: null
83, run: 66, walk: 63, stand: null
84, run: 66, walk: 63, stand: null
85, run: 101, walk: 98, stand: null
86, run: 32767, walk: 14862, stand: [14857, 14858]
87, run: 32767, walk: 14862, stand: [14857, 14858]
88, run: 32767, walk: 14862, stand: [14857, 14858]
89, run: 6374, walk: 6373, stand: null
90, run: 5483, walk: 5481, stand: null
91, run: 5483, walk: 5481, stand: null
92, run: 5483, walk: 5481, stand: null
93, run: 5493, walk: 5497, stand: null
94, run: 5483, walk: 5479, stand: null
95, run: 6580, walk: 6556, stand: null
96, run: 6580, walk: 6556, stand: null
97, run: 6580, walk: 6556, stand: null
98, run: 15240, walk: 6583, stand: null
99, run: 6561, walk: 6560, stand: null
100, run: 808, walk: 819, stand: null
101, run: 2370, walk: 2369, stand: null
102, run: 2370, walk: 2369, stand: null
103, run: 5538, walk: 5539, stand: null
104, run: 5530, walk: 5531, stand: null
105, run: 4919, walk: 4923, stand: null
106, run: 4919, walk: 4923, stand: null
107, run: 6252, walk: 6253, stand: null
108, run: 6252, walk: 6253, stand: null
109, run: 6258, walk: 6257, stand: null
110, run: 4662, walk: 4660, stand: null
111, run: 4670, walk: 4669, stand: null
112, run: 4656, walk: 4654, stand: null
113, run: 10626, walk: 10625, stand: null
114, run: 10626, walk: 10625, stand: null
115, run: 10626, walk: 10625, stand: null
116, run: 4650, walk: 4649, stand: null
117, run: 4650, walk: 4649, stand: null
118, run: 101, walk: 98, stand: null
119, run: 101, walk: 98, stand: null
120, run: 101, walk: 98, stand: null
121, run: 101, walk: 98, stand: null
122, run: 2370, walk: 2369, stand: null
123, run: 2370, walk: 2369, stand: null
124, run: 808, walk: 819, stand: null
125, run: 842, walk: 841, stand: null
126, run: 14092, walk: 14093, stand: null
127, run: 187, walk: 181, stand: null
128, run: 277, walk: 274, stand: null
129, run: 101, walk: 98, stand: null
130, run: 101, walk: 98, stand: null
131, run: 5668, walk: 5666, stand: null
132, run: 222, walk: 219, stand: null
133, run: 6374, walk: 6373, stand: null
134, run: 5326, walk: 5325, stand: null
135, run: 808, walk: 819, stand: null
136, run: 6798, walk: 6799, stand: null
137, run: 6798, walk: 6799, stand: null
138, run: 1008, walk: 1007, stand: null
139, run: 1008, walk: 1007, stand: null
140, run: 337, walk: 336, stand: null
141, run: 6580, walk: 6556, stand: null
142, run: 6580, walk: 6556, stand: null
143, run: 6580, walk: 6556, stand: null
144, run: 6252, walk: 6253, stand: null
145, run: 842, walk: 841, stand: null
146, run: 6771, walk: 6773, stand: null
147, run: 6772, walk: 32767, stand: null
148, run: 6772, walk: 6774, stand: null
149, run: 6771, walk: 6773, stand: null
150, run: 6771, walk: 6773, stand: null
153, run: 362, walk: 362, stand: null
154, run: 362, walk: 362, stand: null
155, run: 362, walk: 362, stand: null
156, run: 362, walk: 362, stand: null
157, run: 362, walk: 362, stand: null
158, run: 842, walk: 841, stand: null
159, run: 195, walk: 189, stand: null
160, run: 195, walk: 189, stand: null
161, run: 195, walk: 189, stand: null
162, run: 195, walk: 189, stand: null
163, run: 195, walk: 189, stand: null
164, run: 195, walk: 189, stand: null
165, run: 22, walk: 32767, stand: null
166, run: 195, walk: 195, stand: null
167, run: 62, walk: 32767, stand: null
168, run: 195, walk: 189, stand: null
169, run: 195, walk: 189, stand: null
170, run: 813, walk: 1146, stand: null
171, run: 195, walk: 189, stand: null
172, run: 808, walk: 819, stand: null
173, run: 808, walk: 819, stand: null
174, run: 808, walk: 819, stand: null
175, run: 808, walk: 819, stand: null
176, run: 808, walk: 819, stand: null
177, run: 808, walk: 819, stand: null
178, run: 808, walk: 1065, stand: null
179, run: 808, walk: 1065, stand: null
180, run: 808, walk: 819, stand: null
181, run: 8528, walk: 8527, stand: null
182, run: 7188, walk: 7191, stand: null
183, run: 7188, walk: 7191, stand: null
184, run: 7188, walk: 7191, stand: null
185, run: 101, walk: 98, stand: null
186, run: 808, walk: 819, stand: null
187, run: 808, walk: 819, stand: null
188, run: 808, walk: 819, stand: null
189, run: 808, walk: 819, stand: null
190, run: 808, walk: 819, stand: null
191, run: 813, walk: 9724, stand: null
192, run: 808, walk: 819, stand: null
193, run: 808, walk: 819, stand: null
194, run: 808, walk: 819, stand: null
195, run: 808, walk: 819, stand: null
196, run: 808, walk: 819, stand: null
197, run: 101, walk: 98, stand: null
198, run: 808, walk: 1065, stand: null
199, run: 808, walk: 819, stand: null
200, run: 808, walk: 1065, stand: null
201, run: 808, walk: 819, stand: null
202, run: 808, walk: 819, stand: null
203, run: 808, walk: 819, stand: null
204, run: 808, walk: 819, stand: null
205, run: 808, walk: 819, stand: null
206, run: 101, walk: 98, stand: null
207, run: 101, walk: 98, stand: null
208, run: 101, walk: 98, stand: null
209, run: 101, walk: 98, stand: null
210, run: 808, walk: 819, stand: null
211, run: 808, walk: 1065, stand: null
212, run: 808, walk: 1065, stand: null
214, run: 808, walk: 819, stand: null
215, run: 808, walk: 819, stand: null
216, run: 808, walk: 819, stand: null
217, run: 808, walk: 819, stand: null
218, run: 808, walk: 819, stand: null
219, run: 808, walk: 819, stand: null
220, run: 813, walk: 819, stand: null
221, run: 130, walk: 127, stand: null
222, run: 808, walk: 819, stand: null
223, run: 808, walk: 819, stand: null
224, run: 4932, walk: 4931, stand: null
225, run: 808, walk: 819, stand: null
226, run: 808, walk: 819, stand: null
227, run: 3845, walk: 32767, stand: null
228, run: 808, walk: 819, stand: null
229, run: 808, walk: 819, stand: null
230, run: 808, walk: 819, stand: null
231, run: 808, walk: 819, stand: null
232, run: 101, walk: 98, stand: null
233, run: 9645, walk: 9645, stand: null
234, run: 9645, walk: 9645, stand: null
235, run: 9645, walk: 9645, stand: null
236, run: 9645, walk: 9645, stand: null
237, run: 6927, walk: 6928, stand: null
238, run: 5538, walk: 5539, stand: null
239, run: 808, walk: 1065, stand: null
240, run: 813, walk: 819, stand: null
241, run: 813, walk: 819, stand: null
242, run: 808, walk: 1065, stand: null
243, run: 808, walk: 1065, stand: null
244, run: 808, walk: 1065, stand: null
245, run: 808, walk: 1065, stand: null
246, run: 808, walk: 819, stand: null
247, run: 6487, walk: 6486, stand: null
248, run: 813, walk: 819, stand: null
249, run: 813, walk: 819, stand: null
250, run: 808, walk: 819, stand: null
251, run: 808, walk: 1065, stand: null
252, run: 808, walk: 819, stand: null
253, run: 808, walk: 819, stand: null
254, run: 808, walk: 819, stand: null
255, run: 808, walk: 819, stand: null
256, run: 808, walk: 819, stand: null
257, run: 808, walk: 819, stand: null
258, run: 32767, walk: 819, stand: [808, 11659]
259, run: 808, walk: 819, stand: null
260, run: 808, walk: 819, stand: null
261, run: 808, walk: 819, stand: null
262, run: 808, walk: 819, stand: null
263, run: 808, walk: 819, stand: null
264, run: 7158, walk: 7160, stand: null
265, run: 7158, walk: 7160, stand: null
266, run: 7158, walk: 7160, stand: null
267, run: 808, walk: 819, stand: null
268, run: 808, walk: 819, stand: null
269, run: 6580, walk: 6582, stand: null
270, run: 11462, walk: 10625, stand: null
271, run: 6252, walk: 6262, stand: null
272, run: 6469, walk: 6468, stand: null
273, run: 6469, walk: 6468, stand: null
274, run: 808, walk: 1065, stand: null
275, run: 808, walk: 819, stand: null
276, run: 813, walk: 819, stand: null
277, run: 808, walk: 819, stand: null
278, run: 9870, walk: 9869, stand: null
279, run: 808, walk: 819, stand: null
280, run: 808, walk: 819, stand: null
281, run: 808, walk: 819, stand: null
282, run: 808, walk: 819, stand: null
283, run: 808, walk: 819, stand: null
284, run: 101, walk: 98, stand: null
285, run: 808, walk: 819, stand: null
286, run: 808, walk: 819, stand: null
287, run: 808, walk: 819, stand: null
288, run: 2298, walk: 2297, stand: null
289, run: 808, walk: 819, stand: null
290, run: 808, walk: 819, stand: null
291, run: 808, walk: 819, stand: null
292, run: 5335, walk: 5334, stand: null
293, run: 5335, walk: 5334, stand: null
294, run: 5335, walk: 5334, stand: null
295, run: 5335, walk: 5334, stand: null
296, run: 7222, walk: 7223, stand: null
297, run: 7222, walk: 7224, stand: null
298, run: 7222, walk: 7223, stand: null
299, run: 7217, walk: 7216, stand: null
300, run: 813, walk: 819, stand: null
301, run: 101, walk: 98, stand: null
302, run: 808, walk: 819, stand: null
303, run: 808, walk: 819, stand: null
304, run: 808, walk: 819, stand: null
305, run: 7158, walk: 7160, stand: null
306, run: 195, walk: 189, stand: null
307, run: 808, walk: 819, stand: null
308, run: 12921, walk: 12920, stand: null
309, run: 9645, walk: 9645, stand: null
310, run: 9645, walk: 9645, stand: null
311, run: 9645, walk: 9645, stand: null
312, run: 9645, walk: 9645, stand: null
313, run: 9645, walk: 9645, stand: null
314, run: 9645, walk: 9645, stand: null
315, run: 9645, walk: 9645, stand: null
316, run: 9645, walk: 9645, stand: null
317, run: 9645, walk: 9645, stand: null
318, run: 9645, walk: 9645, stand: null
319, run: 9645, walk: 9645, stand: null
320, run: 9645, walk: 9645, stand: null
321, run: 9645, walk: 9645, stand: null
322, run: 9645, walk: 9645, stand: null
323, run: 9645, walk: 9645, stand: null
324, run: 9645, walk: 9645, stand: null
325, run: 9645, walk: 9645, stand: null
326, run: 9645, walk: 9645, stand: null
327, run: 9645, walk: 9645, stand: null
328, run: 9645, walk: 9645, stand: null
329, run: 9645, walk: 9645, stand: null
330, run: 9645, walk: 9645, stand: null
331, run: 101, walk: 98, stand: null
332, run: 101, walk: 98, stand: null
333, run: 9645, walk: 9645, stand: null
334, run: 9645, walk: 9645, stand: null
335, run: 808, walk: 819, stand: null
336, run: 808, walk: 819, stand: null
337, run: 1322, walk: 1323, stand: null
338, run: 2713, walk: 32767, stand: null
339, run: 1322, walk: 1323, stand: null
340, run: 2712, walk: 819, stand: null
341, run: 1322, walk: 1323, stand: null
342, run: 808, walk: 819, stand: null
343, run: 4780, walk: 32767, stand: null
344, run: 808, walk: 819, stand: null
345, run: 4591, walk: 4226, stand: null
346, run: 4591, walk: 4226, stand: null
347, run: 813, walk: 819, stand: null
348, run: 808, walk: 819, stand: null
349, run: 808, walk: 819, stand: null
350, run: 808, walk: 819, stand: null
351, run: 808, walk: 819, stand: null
352, run: 808, walk: 819, stand: null
353, run: 808, walk: 819, stand: null
354, run: 808, walk: 819, stand: null
355, run: 7158, walk: 7160, stand: null
356, run: 7158, walk: 7160, stand: null
357, run: 813, walk: 819, stand: null
358, run: 808, walk: 819, stand: null
359, run: 7167, walk: 7165, stand: null
360, run: 808, walk: 819, stand: null
361, run: 808, walk: 819, stand: null
362, run: 808, walk: 819, stand: null
363, run: 808, walk: 819, stand: null
364, run: 808, walk: 1065, stand: null
365, run: 808, walk: 819, stand: null
366, run: 808, walk: 819, stand: null
367, run: 808, walk: 819, stand: null
368, run: 813, walk: 1205, stand: null
369, run: 808, walk: 819, stand: null
370, run: 808, walk: 819, stand: null
371, run: 808, walk: 819, stand: null
372, run: 808, walk: 819, stand: null
373, run: 808, walk: 819, stand: null
374, run: 10626, walk: 10625, stand: null
375, run: 808, walk: 819, stand: null
379, run: 808, walk: 819, stand: null
380, run: 808, walk: 819, stand: null
381, run: 808, walk: 819, stand: null
382, run: 101, walk: 98, stand: null
383, run: 101, walk: 98, stand: null
384, run: 2065, walk: 2064, stand: null
385, run: 6258, walk: 6257, stand: null
386, run: 6258, walk: 6257, stand: null
387, run: 6258, walk: 6257, stand: null
388, run: 808, walk: 819, stand: null
389, run: 813, walk: 819, stand: null
390, run: 2370, walk: 2369, stand: null
391, run: 2370, walk: 2369, stand: null
392, run: 2370, walk: 2369, stand: null
393, run: 2370, walk: 2369, stand: null
394, run: 1796, walk: 1797, stand: null
395, run: 1796, walk: 1797, stand: null
396, run: 1796, walk: 1797, stand: null
397, run: 147, walk: 149, stand: null
398, run: 813, walk: 1205, stand: null
399, run: 813, walk: 1205, stand: null
400, run: 808, walk: 819, stand: null
401, run: 808, walk: 819, stand: null
402, run: 808, walk: 819, stand: null
403, run: 1796, walk: 1797, stand: null
404, run: 808, walk: 819, stand: null
406, run: 7188, walk: 7191, stand: null
407, run: 7188, walk: 7191, stand: null
408, run: 7188, walk: 7191, stand: null
409, run: 792, walk: 792, stand: null
410, run: 808, walk: 819, stand: null
411, run: 0, walk: 0, stand: null
412, run: 12460, walk: 12459, stand: null
413, run: 7188, walk: 7191, stand: null
414, run: 7188, walk: 7191, stand: null
418, run: 1717, walk: 334, stand: null
419, run: 351, walk: 335, stand: null
420, run: 7333, walk: 7333, stand: null
421, run: 7333, walk: 7333, stand: null
422, run: 6040, walk: 6041, stand: null
423, run: 6040, walk: 6041, stand: null
424, run: 6040, walk: 6041, stand: null
425, run: 6040, walk: 6041, stand: null
426, run: 6040, walk: 6041, stand: null
427, run: 6040, walk: 6041, stand: null
428, run: 11289, walk: 6041, stand: null
429, run: 6040, walk: 6041, stand: null
430, run: 6040, walk: 6041, stand: null
431, run: 7188, walk: 7191, stand: null
432, run: 808, walk: 819, stand: null
433, run: 808, walk: 819, stand: null
434, run: 813, walk: 1205, stand: null
435, run: 6280, walk: 6280, stand: null
436, run: 6282, walk: 6282, stand: null
437, run: 808, walk: 819, stand: null
438, run: 6040, walk: 6041, stand: null
439, run: 6040, walk: 6041, stand: null
440, run: 5750, walk: 6042, stand: null
441, run: 5750, walk: 6042, stand: null
442, run: 5751, walk: 6042, stand: null
443, run: 5751, walk: 6042, stand: null
444, run: 1796, walk: 1797, stand: null
445, run: 1796, walk: 1797, stand: null
446, run: 32767, walk: 14862, stand: [14857, 14858]
447, run: 808, walk: 819, stand: null
448, run: 808, walk: 819, stand: null
449, run: 808, walk: 819, stand: null
450, run: 6771, walk: 6773, stand: null
451, run: 6771, walk: 6773, stand: null
452, run: 2163, walk: 2164, stand: null
453, run: 808, walk: 819, stand: null
454, run: 8528, walk: 8527, stand: null
455, run: 8528, walk: 8527, stand: null
456, run: 13773, walk: 32767, stand: null
457, run: 808, walk: 819, stand: null
458, run: 808, walk: 819, stand: null
459, run: 808, walk: 819, stand: null
460, run: 808, walk: 819, stand: null
461, run: 808, walk: 819, stand: null
462, run: 813, walk: 819, stand: null
463, run: 808, walk: 819, stand: null
464, run: 808, walk: 819, stand: null
465, run: 808, walk: 819, stand: null
466, run: 808, walk: 819, stand: null
467, run: 10, walk: 10, stand: null
468, run: 10, walk: 10, stand: null
469, run: 195, walk: 189, stand: null
470, run: 195, walk: 189, stand: null
471, run: 195, walk: 189, stand: null
472, run: 195, walk: 189, stand: null
473, run: 195, walk: 189, stand: null
474, run: 195, walk: 189, stand: null
475, run: 808, walk: 1065, stand: null
476, run: 14914, walk: 32767, stand: null
477, run: 808, walk: 1065, stand: null
478, run: 813, walk: 1205, stand: null
479, run: 195, walk: 189, stand: null
480, run: 195, walk: 189, stand: null
481, run: 195, walk: 189, stand: null
482, run: 195, walk: 189, stand: null
483, run: 195, walk: 189, stand: null
484, run: 195, walk: 189, stand: null
485, run: 195, walk: 189, stand: null
486, run: 195, walk: 189, stand: null
487, run: 6857, walk: 32767, stand: null
488, run: 808, walk: 819, stand: null
489, run: 6200, walk: 6201, stand: null
490, run: 6856, walk: 32767, stand: null
491, run: 5538, walk: 5539, stand: null
492, run: 5538, walk: 5539, stand: null
493, run: 6258, walk: 6257, stand: null
494, run: 808, walk: 808, stand: null
495, run: 808, walk: 808, stand: null
496, run: 808, walk: 808, stand: null
497, run: 808, walk: 808, stand: null
498, run: 793, walk: 13847, stand: null
499, run: 808, walk: 808, stand: null
500, run: 813, walk: 819, stand: null
501, run: 5530, walk: 5531, stand: null
502, run: 5483, walk: 5479, stand: null
503, run: 5483, walk: 5479, stand: null
504, run: 5565, walk: 5566, stand: null
505, run: 5572, walk: 5570, stand: null
506, run: 5530, walk: 5531, stand: null
507, run: 5572, walk: 5582, stand: null
508, run: 5505, walk: 5506, stand: null
509, run: 5530, walk: 5531, stand: null
510, run: 808, walk: 819, stand: null
511, run: 808, walk: 819, stand: null
512, run: 808, walk: 819, stand: null
513, run: 808, walk: 819, stand: null
514, run: 808, walk: 819, stand: null
515, run: 808, walk: 819, stand: null
516, run: 808, walk: 819, stand: null
517, run: 808, walk: 819, stand: null
518, run: 808, walk: 819, stand: null
519, run: 12290, walk: 12291, stand: null
520, run: 12290, walk: 12291, stand: null
521, run: 9870, walk: 9869, stand: null
522, run: 808, walk: 819, stand: null
523, run: 808, walk: 819, stand: null
524, run: 808, walk: 819, stand: null
525, run: 808, walk: 819, stand: null
526, run: 808, walk: 819, stand: null
527, run: 808, walk: 819, stand: null
528, run: 808, walk: 819, stand: null
529, run: 808, walk: 819, stand: null
530, run: 808, walk: 819, stand: null
531, run: 808, walk: 819, stand: null
532, run: 14499, walk: 14502, stand: null
533, run: 14499, walk: 14502, stand: null
534, run: 11012, walk: 13847, stand: null
535, run: 793, walk: 13847, stand: null
536, run: 808, walk: 819, stand: null
537, run: 808, walk: 819, stand: null
538, run: 808, walk: 819, stand: null
539, run: 808, walk: 819, stand: null
540, run: 808, walk: 819, stand: null
541, run: 808, walk: 819, stand: null
542, run: 808, walk: 819, stand: null
543, run: 808, walk: 819, stand: null
544, run: 808, walk: 819, stand: null
545, run: 808, walk: 819, stand: null
546, run: 813, walk: 819, stand: null
547, run: 808, walk: 819, stand: null
548, run: 808, walk: 819, stand: null
549, run: 808, walk: 819, stand: null
550, run: 808, walk: 819, stand: null
551, run: 808, walk: 819, stand: null
552, run: 808, walk: 819, stand: null
553, run: 808, walk: 808, stand: null
554, run: 808, walk: 819, stand: null
555, run: 808, walk: 819, stand: null
556, run: 808, walk: 819, stand: null
557, run: 808, walk: 819, stand: null
559, run: 808, walk: 819, stand: null
560, run: 808, walk: 819, stand: null
561, run: 808, walk: 819, stand: null
562, run: 808, walk: 819, stand: null
563, run: 808, walk: 819, stand: null
564, run: 793, walk: 13847, stand: null
565, run: 793, walk: 13847, stand: null
566, run: 14092, walk: 14093, stand: null
567, run: 793, walk: 13847, stand: null
568, run: 808, walk: 819, stand: null
569, run: 808, walk: 819, stand: null
570, run: 808, walk: 819, stand: null
571, run: 808, walk: 819, stand: null
572, run: 808, walk: 819, stand: null
573, run: 808, walk: 819, stand: null
574, run: 808, walk: 819, stand: null
575, run: 808, walk: 819, stand: null
576, run: 808, walk: 819, stand: null
577, run: 808, walk: 819, stand: null
578, run: 808, walk: 819, stand: null
579, run: 101, walk: 98, stand: null
580, run: 808, walk: 819, stand: null
581, run: 808, walk: 819, stand: null
582, run: 101, walk: 98, stand: null
583, run: 808, walk: 819, stand: null
584, run: 808, walk: 819, stand: null
585, run: 808, walk: 819, stand: null
586, run: 808, walk: 819, stand: null
587, run: 8528, walk: 8527, stand: null
588, run: 808, walk: 819, stand: null
589, run: 808, walk: 819, stand: null
590, run: 808, walk: 819, stand: null
591, run: 808, walk: 819, stand: null
592, run: 808, walk: 819, stand: null
593, run: 808, walk: 819, stand: null
594, run: 101, walk: 98, stand: null
595, run: 808, walk: 819, stand: null
596, run: 808, walk: 819, stand: null
597, run: 808, walk: 819, stand: null
598, run: 808, walk: 819, stand: null
599, run: 813, walk: 1205, stand: null
600, run: 195, walk: 189, stand: null
601, run: 195, walk: 189, stand: null
602, run: 195, walk: 189, stand: null
603, run: 195, walk: 189, stand: null
604, run: 101, walk: 98, stand: null
605, run: 808, walk: 1065, stand: null
606, run: 813, walk: 819, stand: null
607, run: 808, walk: 819, stand: null
608, run: 808, walk: 1065, stand: null
609, run: 813, walk: 1205, stand: null
610, run: 808, walk: 1065, stand: null
611, run: 813, walk: 1205, stand: null
612, run: 6200, walk: 6201, stand: null
613, run: 808, walk: 819, stand: null
614, run: 808, walk: 819, stand: null
615, run: 808, walk: 819, stand: null
616, run: 808, walk: 819, stand: null
617, run: 808, walk: 819, stand: null
618, run: 808, walk: 819, stand: null
619, run: 808, walk: 819, stand: null
620, run: 808, walk: 819, stand: null
621, run: 195, walk: 189, stand: null
622, run: 195, walk: 189, stand: null
623, run: 205, walk: 205, stand: null
624, run: 208, walk: 208, stand: null
625, run: 195, walk: 189, stand: null
626, run: 195, walk: 189, stand: null
627, run: 205, walk: 205, stand: null
628, run: 208, walk: 208, stand: null
629, run: 195, walk: 189, stand: null
630, run: 195, walk: 189, stand: null
631, run: 205, walk: 205, stand: null
632, run: 208, walk: 208, stand: null
633, run: 195, walk: 189, stand: null
634, run: 195, walk: 189, stand: null
635, run: 195, walk: 189, stand: null
636, run: 195, walk: 189, stand: null
638, run: 808, walk: 819, stand: null
639, run: 808, walk: 819, stand: null
640, run: 808, walk: 819, stand: null
641, run: 808, walk: 819, stand: null
642, run: 808, walk: 819, stand: null
643, run: 808, walk: 819, stand: null
644, run: 808, walk: 819, stand: null
645, run: 808, walk: 819, stand: null
646, run: 808, walk: 819, stand: null
647, run: 808, walk: 819, stand: null
648, run: 808, walk: 819, stand: null
649, run: 808, walk: 819, stand: null
650, run: 808, walk: 819, stand: null
651, run: 808, walk: 819, stand: null
652, run: 813, walk: 819, stand: null
653, run: 13855, walk: 13856, stand: null
654, run: 5806, walk: 11696, stand: null
655, run: 5530, walk: 5531, stand: null
656, run: 808, walk: 819, stand: null
657, run: 808, walk: 819, stand: null
658, run: 808, walk: 819, stand: null
659, run: 9227, walk: 9226, stand: null
660, run: 784, walk: 819, stand: null
661, run: 808, walk: 819, stand: null
662, run: 808, walk: 819, stand: null
663, run: 808, walk: 819, stand: null
664, run: 808, walk: 819, stand: null
665, run: 101, walk: 98, stand: null
666, run: 808, walk: 819, stand: null
667, run: 66, walk: 63, stand: null
668, run: 808, walk: 819, stand: null
669, run: 195, walk: 189, stand: null
670, run: 195, walk: 189, stand: null
671, run: 195, walk: 189, stand: null
672, run: 195, walk: 189, stand: null
673, run: 808, walk: 819, stand: null
674, run: 808, walk: 819, stand: null
675, run: 808, walk: 819, stand: null
676, run: 195, walk: 189, stand: null
677, run: 66, walk: 63, stand: null
678, run: 808, walk: 819, stand: null
679, run: 808, walk: 819, stand: null
680, run: 808, walk: 819, stand: null
681, run: 7068, walk: 7068, stand: null
682, run: 808, walk: 819, stand: null
683, run: 808, walk: 819, stand: null
684, run: 808, walk: 819, stand: null
685, run: 808, walk: 819, stand: null
686, run: 808, walk: 819, stand: null
687, run: 808, walk: 819, stand: null
688, run: 808, walk: 819, stand: null
689, run: 808, walk: 819, stand: null
690, run: 808, walk: 819, stand: null
691, run: 808, walk: 819, stand: null
692, run: 808, walk: 819, stand: null
694, run: 808, walk: 819, stand: null
695, run: 808, walk: 819, stand: null
696, run: 808, walk: 819, stand: null
697, run: 7158, walk: 7166, stand: null
698, run: 813, walk: 1205, stand: null
699, run: 813, walk: 1205, stand: null
700, run: 813, walk: 1205, stand: null
701, run: 813, walk: 1205, stand: null
705, run: 9868, walk: 9869, stand: null
706, run: 808, walk: 819, stand: null
708, run: 171, walk: 168, stand: null
709, run: 171, walk: 168, stand: null
710, run: 808, walk: 819, stand: null
711, run: 808, walk: 819, stand: null
712, run: 808, walk: 819, stand: null
713, run: 808, walk: 819, stand: null
714, run: 813, walk: 1205, stand: null
715, run: 808, walk: 819, stand: null
716, run: 808, walk: 819, stand: null
717, run: 808, walk: 819, stand: null
718, run: 808, walk: 819, stand: null
719, run: 808, walk: 819, stand: null
720, run: 813, walk: 819, stand: null
721, run: 808, walk: 819, stand: null
722, run: 808, walk: 819, stand: null
723, run: 7158, walk: 7160, stand: null
724, run: 7158, walk: 7160, stand: null
725, run: 808, walk: 819, stand: null
726, run: 1705, walk: 819, stand: null
727, run: 1705, walk: 819, stand: null
728, run: 808, walk: 819, stand: null
729, run: 808, walk: 819, stand: null
730, run: 1705, walk: 819, stand: null
731, run: 808, walk: 819, stand: null
732, run: 808, walk: 819, stand: null
735, run: 808, walk: 819, stand: null
736, run: 808, walk: 819, stand: null
737, run: 808, walk: 819, stand: null
738, run: 808, walk: 819, stand: null
739, run: 808, walk: 819, stand: null
740, run: 813, walk: 1205, stand: null
741, run: 9870, walk: 9869, stand: null
742, run: 14256, walk: 14257, stand: null
743, run: 101, walk: 98, stand: null
744, run: 808, walk: 819, stand: null
745, run: 6181, walk: 6180, stand: null
746, run: 808, walk: 819, stand: null
747, run: 808, walk: 1065, stand: null
748, run: 808, walk: 819, stand: null
749, run: 6729, walk: 6730, stand: null
750, run: 6729, walk: 6730, stand: null
751, run: 6729, walk: 6730, stand: null
752, run: 6729, walk: 6730, stand: null
753, run: 808, walk: 819, stand: null
755, run: 808, walk: 819, stand: null
756, run: 3040, walk: 3039, stand: null
757, run: 1321, walk: 819, stand: null
758, run: 813, walk: 1205, stand: null
759, run: 9158, walk: 9157, stand: null
760, run: 9208, walk: 9210, stand: null
761, run: 9158, walk: 9156, stand: null
762, run: 9158, walk: 9156, stand: null
