//npcId - hitpoints attackAnim defenceAnim deathAnim attackDelay deathDelay respawnDelay maxHit attackStyle attackGfx attackProjectile Agressive attackMethod
//Dragith Nurn
9970 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9971 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9972 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9973 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9974 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9975 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9976 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9977 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9978 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9979 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9980 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9981 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9982 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9983 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9984 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9985 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9986 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9987 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9988 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9989 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9990 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9991 - 1750 2080 2079 836 5 1 0 124 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9992 - 2530 2080 2079 836 5 1 0 177 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9993 - 2530 2080 2079 836 5 1 0 177 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9994 - 2530 2080 2079 836 5 1 0 177 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9995 - 3070 2080 2079 836 5 1 0 197 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9996 - 3070 2080 2079 836 5 1 0 197 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9997 - 3070 2080 2079 836 5 1 0 197 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9998 - 3070 2080 2079 836 5 1 0 197 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
9999 - 3070 2080 2079 836 5 1 0 197 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10000 - 3070 2080 2079 836 5 1 0 197 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10001 - 3500 2080 2079 836 5 1 0 220 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10002 - 3500 2080 2079 836 5 1 0 220 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10003 - 3500 2080 2079 836 5 1 0 220 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10004 - 3500 2080 2079 836 5 1 0 220 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10005 - 3500 2080 2079 836 5 1 0 220 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10006 - 3500 2080 2079 836 5 1 0 220 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10007 - 3500 2080 2079 836 5 1 0 220 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10008 - 3500 2080 2079 836 5 1 0 220 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10009 - 3500 2080 2079 836 5 1 0 220 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10010 - 4000 2080 2079 836 5 1 0 250 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10011 - 4000 2080 2079 836 5 1 0 250 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10012 - 4000 2080 2079 836 5 1 0 250 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10013 - 4000 2080 2079 836 5 1 0 250 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10014 - 4000 2080 2079 836 5 1 0 250 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10015 - 4000 2080 2079 836 5 1 0 250 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10016 - 5000 2080 2079 836 5 1 0 300 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10017 - 5000 2080 2079 836 5 1 0 300 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10018 - 5000 2080 2079 836 5 1 0 300 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10019 - 5000 2080 2079 836 5 1 0 300 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10020 - 5000 2080 2079 836 5 1 0 300 MAGE -1 -1 AGRESSIVE SLASH
//Astea Frostweb
10021 - 5000 2080 2079 836 5 1 0 300 MAGE -1 -1 AGRESSIVE SLASH
//To'Kash the Bloodchiller
10024 - 62 -1 -1 16988 4 1 50 2 MAGE -1 -1 AGRESSIVE SLASH
//Icy Bones
10040 - 62 13791 13787 13785 4 1 0 2 SPECIAL2 2598 -1 AGRESSIVE SLASH
//Hobgoblin Geomancer
10059 - 312 12989 12986 12987 4 1 50 10 MAGE -1 -1 AGRESSIVE SLASH
//Bulwark beast
10073 - 312 13001 13000 13005 4 1 0 10 SPECIAL2 -1 -1 AGRESSIVE SLASH
//Bulwark beast
10074 - 312 13001 -1 13005 4 1 30 10 MAGE -1 -1 AGRESSIVE SLASH
//Unholy cursebearer
10111 - 1250 13169 13170 13171 4 1 0 10 SPECIAL2 -1 -1 AGRESSIVE SLASH
//Bal'lak the Pummeller
10128 - 14374 14371 14378 -1 4 1 0 10 MAGE -1 -1 AGRESSIVE SLASH
//Shadow-Forger Ihlakhizan
10143 - 1250 65 -1 13018 4 1 0 10 MAGE -1 -1 AGRESSIVE SLASH
//Ice troll
10782 - 312 13791 13792 13785 5 1 30 31 MELEE -1 -1 AGRESSIVE STAB
//Ice troll
10783 - 800 13791 13792 13785 5 1 30 42 MELEE -1 -1 AGRESSIVE STAB
//Ice troll
10784 - 537 13786 13792 13785 5 1 30 53 MELEE -1 -1 AGRESSIVE STAB
//Ice troll
10785 - 650 13791 13792 13785 5 1 30 65 MELEE -1 -1 AGRESSIVE STAB
//Thrower troll
10791 - 275 13790 13789 13785 6 1 30 33 RANGE -1 -1 AGRESSIVE STAB
10792 - 275 13790 13789 13785 6 1 30 33 RANGE -1 -1 AGRESSIVE STAB
//imp
708 - 80 169 170 172 4 1 60 10 MELEE -1 -1 PASSIVE STAB
//crawling hand lvl 8
1648 - 160 9125 9127 9126 4 1 60 10 MELEE -1 -1 PASSIVE CRUSH
1653 - 160 9125 9127 9126 4 1 60 10 MELEE -1 -1 PASSIVE CRUSH
//Warped Gulega
12751 - 15000 15001 -1 15003 6 3 60 600 SPECIAL -1 -1 AGRESSIVE STAB
12750 - 15000 15001 -1 15003 6 3 60 600 SPECIAL -1 -1 AGRESSIVE STAB
11924 - 400 14475 14477 14487 4 2 60 270 SPECIAL -1 -1 AGRESSIVE STAB
11923 - 400 14475 14477 14487 4 2 60 270 SPECIAL -1 -1 AGRESSIVE STAB
11922 - 400 14475 14477 14487 4 2 60 270 SPECIAL -1 -1 AGRESSIVE STAB
//Dummy
4474 - 10000 -1 -1 -1 10000 1 20 -1 MELEE -1 -1 PASSIVE STAB
7891 - 10000 -1 -1 -1 10000 1 20 -1 MELEE -1 -1 PASSIVE STAB
1919 - 990 -1 -1 836 4 1 20 320 MELEE -1 -1 PASSIVE STAB
6367 - 990 -1 -1 836 4 1 20 340 MAGE -1 -1 PASSIVE STAB
3229 - 990 -1 -1 836 4 1 20 450 RANGE -1 -1 PASSIVE STAB
19002 - 990 -1 -1 836 4 1 20 320 MELEE -1 -1 PASSIVE STAB
19001 - 990 -1 -1 836 4 1 20 340 MAGE -1 -1 PASSIVE STAB
19000 - 990 -1 -1 836 4 1 20 450 RANGE -1 -1 PASSIVE STAB
//Catablepon - 49
4397 - 400 4272 4273 4270 6 1 60 70 MELEE -1 -1 AGRESSIVE CRUSH
//Catablepon - 64
4398 - 700 4272 4273 4270 6 1 60 60 MELEE -1 -1 AGRESSIVE CRUSH
//Catablepon - 68
4399 - 500 4272 4273 4270 6 1 60 70 MELEE -1 -1 AGRESSIVE CRUSH
//Animated Bronze Armour - 11
4278 - 100 15071 15074 836 5 1 60 20 MELEE -1 -1 AGRESSIVE STAB
//Animated Iron Armour - 23
4279 - 200 15071 15074 836 5 1 60 40 MELEE -1 -1 AGRESSIVE STAB
//Animated Steel Armour - 46
4280 - 400 15071 15074 836 5 1 60 60 MELEE -1 -1 AGRESSIVE STAB
//Animated Black Armour - 69
4281 - 600 15071 15074 836 5 1 60 75 MELEE -1 -1 AGRESSIVE STAB
//Animated Mithril Armour - 92
4282 - 800 15071 15074 836 5 1 60 100 MELEE -1 -1 AGRESSIVE STAB
//Animated Adamant Armour - 113
4283 - 990 15071 15074 836 5 1 60 120 MELEE -1 -1 AGRESSIVE STAB
//Animated Rune Armour - 138
4284 - 1180 15071 15074 836 5 1 60 140 MELEE -1 -1 AGRESSIVE STAB
//Cyclops - 56
6080 - 750 4652 4651 4653 5 1 60 60 MELEE -1 -1 AGRESSIVE STAB
//Cyclops - 76
4292 - 1000 4652 4651 4653 5 1 60 60 MELEE -1 -1 AGRESSIVE STAB
6081 - 1000 4652 4651 4653 5 1 60 60 MELEE -1 -1 AGRESSIVE STAB
//PC Portals
6142 - 2000 -1 -1 -1 4 3 5 2 SPECIAL -1 -1 PASSIVE STAB
6143 - 2000 -1 -1 -1 4 3 5 2 SPECIAL -1 -1 PASSIVE STAB
6144 - 2000 -1 -1 -1 4 3 5 2 SPECIAL -1 -1 PASSIVE STAB
6145 - 2000 -1 -1 -1 4 3 5 2 SPECIAL -1 -1 PASSIVE STAB
6146 - 2000 -1 -1 -1 4 3 5 2 SPECIAL -1 -1 PASSIVE STAB
6147 - 2000 -1 -1 -1 4 3 5 2 SPECIAL -1 -1 PASSIVE STAB
6148 - 2000 -1 -1 -1 4 3 5 2 SPECIAL -1 -1 PASSIVE STAB
6149 - 2000 -1 -1 -1 4 3 5 2 SPECIAL -1 -1 PASSIVE STAB
//Pest Invasion
//Splatters
3727 - 400 3891 3890 3888 3 1 25 100 MELEE -1 -1 AGRESSIVE STAB
3728 - 450 3891 3890 3888 3 1 25 125 MELEE -1 -1 AGRESSIVE STAB
3729 - 450 3891 3890 3888 3 1 25 125 MELEE -1 -1 AGRESSIVE STAB
3730 - 500 3891 3890 3888 3 1 25 150 MELEE -1 -1 AGRESSIVE STAB
3731 - 500 3891 3890 3888 3 1 25 150 MELEE -1 -1 AGRESSIVE STAB
//Shifters
3732 - 350 3901 3902 3903 3 1 25 150 MELEE -1 -1 AGRESSIVE STAB
3733 - 350 3901 3902 3903 3 1 25 150 MELEE -1 -1 AGRESSIVE STAB
3734 - 400 3901 3902 3903 3 1 25 175 MELEE -1 -1 AGRESSIVE STAB
3735 - 400 3901 3902 3903 3 1 25 175 MELEE -1 -1 AGRESSIVE STAB
3736 - 400 3901 3902 3903 3 1 25 175 MELEE -1 -1 AGRESSIVE STAB
3737 - 400 3901 3902 3903 3 1 25 175 MELEE -1 -1 AGRESSIVE STAB
3738 - 500 3901 3902 3903 3 1 25 200 MELEE -1 -1 AGRESSIVE STAB
3739 - 500 3901 3902 3903 3 1 25 200 MELEE -1 -1 AGRESSIVE STAB
3740 - 500 3901 3902 3903 3 1 25 200 MELEE -1 -1 AGRESSIVE STAB
3741 - 500 3901 3902 3903 3 1 25 200 MELEE -1 -1 AGRESSIVE STAB
//Ravangers
3742 - 300 3915 3916 3917 3 1 25 150 MELEE -1 -1 AGRESSIVE STAB
3743 - 400 3915 3916 3917 3 1 25 175 MELEE -1 -1 AGRESSIVE STAB
3744 - 400 3915 3916 3917 3 1 25 175 MELEE -1 -1 AGRESSIVE STAB
3745 - 500 3915 3916 3917 3 1 25 200 MELEE -1 -1 AGRESSIVE STAB
3746 - 500 3915 3916 3917 3 1 25 200 MELEE -1 -1 AGRESSIVE STAB
//Spinners
3747 - 300 3908 3909 3910 3 1 25 100 MELEE -1 -1 AGRESSIVE STAB
3748 - 400 3908 3909 3910 3 1 25 125 MELEE -1 -1 AGRESSIVE STAB
3749 - 400 3908 3909 3910 3 1 25 125 MELEE -1 -1 AGRESSIVE STAB
3750 - 500 3908 3909 3910 3 1 25 150 MELEE -1 -1 AGRESSIVE STAB
3751 - 500 3908 3909 3910 3 1 25 150 MELEE -1 -1 AGRESSIVE STAB
//Torchers
3752 - 300 3879 3880 3881 3 1 25 150 SPECIAL -1 -1 AGRESSIVE STAB
3753 - 300 3879 3880 3881 3 1 25 150 SPECIAL -1 -1 AGRESSIVE STAB
3754 - 400 3879 3880 3881 3 1 25 175 SPECIAL -1 -1 AGRESSIVE STAB
3755 - 400 3879 3880 3881 3 1 25 175 SPECIAL -1 -1 AGRESSIVE STAB
3756 - 400 3879 3880 3881 3 1 25 175 SPECIAL -1 -1 AGRESSIVE STAB
3757 - 400 3879 3880 3881 3 1 25 175 SPECIAL -1 -1 AGRESSIVE STAB
3758 - 500 3879 3880 3881 3 1 25 200 SPECIAL -1 -1 AGRESSIVE STAB
3759 - 500 3879 3880 3881 3 1 25 200 SPECIAL -1 -1 AGRESSIVE STAB
3760 - 500 3879 3880 3881 3 1 25 200 SPECIAL -1 -1 AGRESSIVE STAB
3761 - 500 3879 3880 3881 3 1 25 200 SPECIAL -1 -1 AGRESSIVE STAB
//Defilers
3762 - 300 3920 3921 3922 3 1 25 150 RANGE -1 -1 AGRESSIVE STAB
3763 - 300 3920 3921 3922 3 1 25 150 RANGE -1 -1 AGRESSIVE STAB
3764 - 400 3920 3921 3922 3 1 25 175 RANGE -1 -1 AGRESSIVE STAB
3765 - 400 3920 3921 3922 3 1 25 175 RANGE -1 -1 AGRESSIVE STAB
3766 - 400 3920 3921 3922 3 1 25 175 RANGE -1 -1 AGRESSIVE STAB
3767 - 400 3920 3921 3922 3 1 25 175 RANGE -1 -1 AGRESSIVE STAB
3768 - 500 3920 3921 3922 3 1 25 200 RANGE -1 -1 AGRESSIVE STAB
3769 - 500 3920 3921 3922 3 1 25 200 RANGE -1 -1 AGRESSIVE STAB
3770 - 500 3920 3921 3922 3 1 25 200 RANGE -1 -1 AGRESSIVE STAB
3771 - 500 3920 3921 3922 3 1 25 200 RANGE -1 -1 AGRESSIVE STAB
//Brawlers
3772 - 400 3897 3895 3894 3 1 25 150 MELEE -1 -1 AGRESSIVE STAB
3773 - 500 3897 3895 3894 3 1 25 150 MELEE -1 -1 AGRESSIVE STAB
3774 - 500 3897 3895 3894 3 1 25 175 MELEE -1 -1 AGRESSIVE STAB
3775 - 600 3897 3895 3894 3 1 25 175 MELEE -1 -1 AGRESSIVE STAB
3776 - 600 3897 3895 3894 3 1 25 200 MELEE -1 -1 AGRESSIVE STAB
//Pest Control Knights
3782 - 50000 -1 -1 -1 5 2 0 10 MELEE -1 -1 AGRESSIVE STAB
3784 - 50000 -1 -1 -1 5 2 0 10 MELEE -1 -1 AGRESSIVE STAB
3785 - 50000 -1 -1 -1 5 2 0 10 MELEE -1 -1 AGRESSIVE STAB
//lvl 68 skeleton
4384 - 700 5485 5489 5491 4 1 60 70 MELEE -1 -1 PASSIVE STAB
//Skeleton lvl 22
//edgeville wildy skeletons
90 - 220 5485 5489 5491 4 1 60 30 MELEE -1 -1 PASSIVE STAB
92 - 220 5485 5489 5491 4 1 60 30 MELEE -1 -1 PASSIVE STAB
5332 - 220 5485 5489 5491 4 1 60 30 MELEE -1 -1 PASSIVE STAB
5333 - 220 5485 5489 5491 4 1 60 30 MELEE -1 -1 PASSIVE STAB
5334 - 220 5485 5489 5491 4 1 60 30 MELEE -1 -1 PASSIVE STAB
5340 - 220 5485 5489 5491 4 1 60 30 MELEE -1 -1 PASSIVE STAB
5337 - 220 5485 5489 5491 4 1 60 30 MELEE -1 -1 PASSIVE STAB
5338 - 220 5485 5489 5491 4 1 60 30 MELEE -1 -1 PASSIVE STAB
5339 - 220 5485 5489 5491 4 1 60 30 MELEE -1 -1 PASSIVE STAB
8531 - 10000 -1 12693 12694 5 5 0 322 SPECIAL -1 -1 PASSIVE STAB
8528 - 10000 -1 12693 12694 5 5 0 322 SPECIAL -1 -1 AGRESSIVE STAB
8529 - 10000 -1 12693 12694 5 5 0 322 SPECIAL -1 -1 AGRESSIVE STAB
//TokHaar-Hur
15201 - 900 16098 16173 16178 5 2 60 124 MELEE -1 -1 AGRESSIVE STAB
15202 - 1300 16148 16146 16145 5 2 60 194 RANGE -1 2985 AGRESSIVE STAB
15203 - 1940 16127 16124 16123 5 2 60 245 SPECIAL -1 -1 AGRESSIVE STAB
15204 - 1500 16180 16182 16181 5 2 60 214 MELEE -1 -1 AGRESSIVE STAB
15205 - 700 16131 16130 16110 5 3 60 234 SPECIAL -1 -1 AGRESSIVE STAB
15206 - 1000 16102 16101 16103 4 4 60 460 MELEE -1 -1 AGRESSIVE STAB
15207 - 2000 16134 16135 16111 4 3 60 780 SPECIAL -1 -1 AGRESSIVE STAB
15211 - 12800 -1 16246 16235 4 3 60 1 SPECIAL -1 -1 PASSIVE STAB
15212 - 12800 -1 16246 16235 4 3 60 1 SPECIAL -1 -1 PASSIVE STAB
//TokHaar-Ket-Dill
15213 - 750 16210 16160 16197 8 3 60 250 MELEE -1 -1 AGRESSIVE STAB
//TokHaar-Ket-Dill (after armour broken by pickaxe)
15214 - 750 16210 16160 16197 4 3 60 250 MELEE -1 -1 AGRESSIVE STAB
//Har-Aken (Ranged Tentacle)
15209 - 700 16239 16253 16240 4 3 60 230 SPECIAL -1 -1 AGRESSIVE STAB
//Har-Aken (Magic Tentacle)
15210 - 700 16252 16253 16243 4 3 60 230 SPECIAL -1 -1 AGRESSIVE STAB
//jads jad, TokHaar-Jad
2745 - 2500 16204 16201 16188 7 4 1 998 SPECIAL -1 -1 AGRESSIVE STAB
15208 - 2500 16204 16201 16188 7 4 1 1014 SPECIAL -1 -1 AGRESSIVE STAB
15216 - 1 16204 16201 16188 5 4 1 550 SPECIAL -1 -1 AGRESSIVE STAB
//Bork
7133 - 3000 8754 8755 8756 8 3 60 254 MELEE -1 -1 AGRESSIVE STAB
7134 - 3000 8754 8755 8756 8 3 60 254 MELEE -1 -1 AGRESSIVE STAB
//Summoning 17 out of 74 so far
//Barricade
1532 - 500 -1 -1 -1 4 0 0 0 SPECIAL -1 -1 PASSIVE STAB
1533 - 500 -1 -1 -1 4 4 0 0 SPECIAL -1 -1 PASSIVE STAB
//War tortoise
6816 - 3480 -1 -1 -1 4 4 0 244 SPECIAL -1 -1 PASSIVE STAB
6815 - 3480 -1 -1 -1 4 4 0 244 SPECIAL -1 -1 PASSIVE STAB
//Void spinner
7344 - 7540 8183 8185 8184 4 4 0 244 SPECIAL -1 -1 PASSIVE STAB
7343 - 7540 8183 8185 8184 4 4 0 244 SPECIAL -1 -1 PASSIVE STAB
//PackYak
6874 - 7100 853 851 852 5 3 0 180 MELEE -1 -1 PASSIVE CRUSH
6873 - 7100 853 5783 5784 5 3 0 180 MELEE -1 -1 PASSIVE CRUSH
//Wolptinger
6870 - 210 8304 8306 8305 5 4 0 220 MAGE -1 -1 PASSIVE STAB
6969 - 210 8304 8306 8305 5 4 0 220 MAGE -1 -1 PASSIVE STAB
//Unicorn Stallion
6823 - 1000 6376 6375 6377 4 4 0 80 MELEE -1 -1 PASSIVE STAB
6822 - 1000 6376 6375 6377 4 4 0 80 MELEE -1 -1 PASSIVE STAB
//Spirit Wolf
6829 - 150 8292 8294 8295 5 4 0 40 MELEE -1 -1 PASSIVE STAB
6828 - 150 8292 8294 8295 5 4 0 40 MELEE -1 -1 PASSIVE STAB
//DreadFowl
6825 - 160 7810 5388 5389 5 4 0 40 MAGE -1 1318 PASSIVE STAB
6824 - 160 7810 5388 5389 5 4 0 40 MAGE -1 1318 PASSIVE STAB
//Spirit Spider
6841 - 180 5327 5328 5329 4 4 0 30 MELEE -1 -1 PASSIVE STAB
6840 - 180 5327 5328 5329 4 4 0 30 MELEE -1 -1 PASSIVE STAB
//Thorny Snail
6807 - 280 8143 8145 8143 5 4 0 40 SPECIAL -1 -1 PASSIVE STAB
6806 - 280 8143 8145 8143 5 4 0 40 SPECIAL -1 -1 PASSIVE STAB
//Spirit Mosquito
7332 - 430 8032 8034 8033 4 4 0 42 MELEE -1 -1 PASSIVE STAB
7331 - 430 8032 8034 8033 4 4 0 42 MELEE -1 -1 PASSIVE STAB
//Granit Crab
6796 - 390 8104 8105 8106 3 4 0 40 MELEE -1 -1 PASSIVE STAB
6795 - 390 8104 8105 8106 3 4 0 40 MELEE -1 -1 PASSIVE STAB
//Desert Wyrm
6832 - 470 -1 -1 7797 4 4 0 42 SPECIAL -1 -1 PASSIVE STAB
6831 - 470 7795 7796 7797 4 4 0 42 MELEE -1 -1 PASSIVE STAB
//Spirit Scorpian
6838 - 670 6254 6255 6256 4 4 0 65 MELEE -1 -1 PASSIVE STAB
6837 - 670 6254 6255 6256 4 4 0 65 MELEE -1 -1 PASSIVE STAB
//Spriit Tz-keh
7362 - 620 8257 8256 8258 3 3 0 50 SPECIAL -1 -1 PASSIVE STAB
7361 - 620 8257 8256 8258 3 3 0 50 SPECIAL -1 -1 PASSIVE STAB
//Albino Rat
6848 - 680 4933 4934 4935 4 4 0 50 MELEE -1 -1 PASSIVE STAB
6847 - 680 4933 4934 4935 4 4 0 50 MELEE -1 -1 PASSIVE STAB
//Spirit Kalphite
6995 - 770 8519 8518 8517 4 4 0 50 SPECIAL -1 -1 PASSIVE STAB
6994 - 770 8519 8518 8517 4 4 0 50 SPECIAL -1 -1 PASSIVE STAB
//Bunyip
6814 - 400 7741 7742 7740 4 4 0 85 MELEE -1 -1 PASSIVE STAB
